poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
84115,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,9/3/2023,9/4/2023,,,,181268,1187,lv,,lv,,9/8/2023 12:47,,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-3-4-september-2023/,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,41
84115,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,9/3/2023,9/4/2023,,,,181268,1187,lv,,lv,,9/8/2023 12:47,,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-3-4-september-2023/,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,42
84084,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B-,Online Panel,,9/2/2023,9/4/2023,,,,180960,6000,rv,,rv,,9/6/2023 10:09,,https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,44
84084,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B-,Online Panel,,9/2/2023,9/4/2023,,,,180960,6000,rv,,rv,,9/6/2023 10:09,,https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,41
84084,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B-,Online Panel,,9/2/2023,9/4/2023,,,,180961,6000,rv,,rv,,9/6/2023 10:10,,https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,44
84084,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B-,Online Panel,,9/2/2023,9/4/2023,,,,180961,6000,rv,,rv,,9/6/2023 10:10,,https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,DeSantis,16646,Ron DeSantis,39
84097,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/2023,8/31/2023,,,,181116,1022,lv,,lv,,9/6/2023 20:09,,https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,45
84097,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/2023,8/31/2023,,,,181116,1022,lv,,lv,,9/6/2023 20:09,,https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,46
84097,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/2023,8/31/2023,,,,181117,1022,lv,,lv,,9/6/2023 20:09,,https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,44
84097,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/2023,8/31/2023,,,,181117,1022,lv,,lv,,9/6/2023 20:09,,https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,DeSantis,16646,Ron DeSantis,40
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/2023,8/31/2023,,,,181186,1259,rv,,rv,,9/7/2023 9:24,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,46
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/2023,8/31/2023,,,,181186,1259,rv,,rv,,9/7/2023 9:24,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,47
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/2023,8/31/2023,,,,181187,1259,rv,,rv,,9/7/2023 9:24,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,43
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/2023,8/31/2023,,,,181187,1259,rv,,rv,,9/7/2023 9:24,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Haley,16640,Nikki Haley,49
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/2023,8/31/2023,,,,181188,1259,rv,,rv,,9/7/2023 9:24,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,44
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/2023,8/31/2023,,,,181188,1259,rv,,rv,,9/7/2023 9:24,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Pence,16638,Mike Pence,46
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/2023,8/31/2023,,,,181189,1259,rv,,rv,,9/7/2023 9:24,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,44
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/2023,8/31/2023,,,,181189,1259,rv,,rv,,9/7/2023 9:24,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,T. Scott,16648,Tim Scott,46
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/2023,8/31/2023,,,,181190,1259,rv,,rv,,9/7/2023 9:24,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,46
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/2023,8/31/2023,,,,181190,1259,rv,,rv,,9/7/2023 9:24,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Ramaswamy,30966,Vivek G. Ramaswamy,45
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/2023,8/31/2023,,,,181191,1259,rv,,rv,,9/7/2023 9:24,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,42
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/2023,8/31/2023,,,,181191,1259,rv,,rv,,9/7/2023 9:24,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Christie,16659,Chris Christie,44
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/2023,8/31/2023,,,,181192,1259,rv,,rv,,9/7/2023 9:24,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,47
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/2023,8/31/2023,,,,181192,1259,rv,,rv,,9/7/2023 9:24,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,DeSantis,16646,Ron DeSantis,47
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/2023,8/30/2023,,,,180896,1500,rv,,rv,,9/2/2023 15:53,,https://www.wsj.com/politics/elections/trump-is-top-choice-for-nearly-60-of-gop-voters-wsj-poll-shows-877252b6,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,39
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/2023,8/30/2023,,,,180896,1500,rv,,rv,,9/2/2023 15:53,,https://www.wsj.com/politics/elections/trump-is-top-choice-for-nearly-60-of-gop-voters-wsj-poll-shows-877252b6,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,40
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/2023,8/30/2023,,,,180896,1500,rv,,rv,,9/2/2023 15:53,,https://www.wsj.com/politics/elections/trump-is-top-choice-for-nearly-60-of-gop-voters-wsj-poll-shows-877252b6,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,PPY,West,31032,Cornel West,2
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/2023,8/30/2023,,,,180896,1500,rv,,rv,,9/2/2023 15:53,,https://www.wsj.com/politics/elections/trump-is-top-choice-for-nearly-60-of-gop-voters-wsj-poll-shows-877252b6,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,LIB,Mapstead,31061,Lars Mapstead,1
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/2023,8/30/2023,,,,180897,1500,rv,,rv,,9/2/2023 15:53,,https://www.wsj.com/politics/elections/trump-is-top-choice-for-nearly-60-of-gop-voters-wsj-poll-shows-877252b6,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,46
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/2023,8/30/2023,,,,180897,1500,rv,,rv,,9/2/2023 15:53,,https://www.wsj.com/politics/elections/trump-is-top-choice-for-nearly-60-of-gop-voters-wsj-poll-shows-877252b6,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,46
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/2023,8/29/2023,,,,180714,1303,rv,,rv,,8/30/2023 10:32,,https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,43
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/2023,8/29/2023,,,,180714,1303,rv,,rv,,8/30/2023 10:32,,https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,44
84085,1363,UC Berkeley,300,LA Times,"University of California, Berkeley",457,University of California Berkeley Institute of Governmental Studies,B/C,Email,California,8/24/2023,8/29/2023,,,,180962,6030,rv,,rv,,9/6/2023 10:10,,https://escholarship.org/content/qt4fj3k66d/qt4fj3k66d.pdf,,FALSE,,8762,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,51
84085,1363,UC Berkeley,300,LA Times,"University of California, Berkeley",457,University of California Berkeley Institute of Governmental Studies,B/C,Email,California,8/24/2023,8/29/2023,,,,180962,6030,rv,,rv,,9/6/2023 10:10,,https://escholarship.org/content/qt4fj3k66d/qt4fj3k66d.pdf,,FALSE,,8762,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,31
84007,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B-,Online Panel,,8/25/2023,8/27/2023,,,,180519,5000,rv,,rv,TRUE,8/29/2023 9:07,,https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,43
84007,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B-,Online Panel,,8/25/2023,8/27/2023,,,,180519,5000,rv,,rv,TRUE,8/29/2023 9:07,,https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,42
84007,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B-,Online Panel,,8/25/2023,8/27/2023,,,,180520,5000,rv,,rv,TRUE,8/29/2023 9:07,,https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,43
84007,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B-,Online Panel,,8/25/2023,8/27/2023,,,,180520,5000,rv,,rv,TRUE,8/29/2023 9:07,,https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,DeSantis,16646,Ron DeSantis,39
84020,1709,Big Village,,,Big Village,37,Big Village,B-,Online Panel,,8/25/2023,8/27/2023,,,,180587,2029,a,,a,,8/29/2023 11:52,,https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/08/Big-Village-Political-Poll-08.27.2023.pdf,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,38.3
84020,1709,Big Village,,,Big Village,37,Big Village,B-,Online Panel,,8/25/2023,8/27/2023,,,,180587,2029,a,,a,,8/29/2023 11:52,,https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/08/Big-Village-Political-Poll-08.27.2023.pdf,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,42.3
84020,1709,Big Village,,,Big Village,37,Big Village,B-,Online Panel,,8/25/2023,8/27/2023,,,,180588,1667,rv,,rv,,8/29/2023 11:53,,https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/08/Big-Village-Political-Poll-08.27.2023.pdf,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,43.3
84020,1709,Big Village,,,Big Village,37,Big Village,B-,Online Panel,,8/25/2023,8/27/2023,,,,180588,1667,rv,,rv,,8/29/2023 11:53,,https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/08/Big-Village-Political-Poll-08.27.2023.pdf,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,43.7
84020,1709,Big Village,,,Big Village,37,Big Village,B-,Online Panel,,8/25/2023,8/27/2023,,,,180589,2029,a,,a,,8/29/2023 11:53,,https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/08/Big-Village-Political-Poll-08.27.2023.pdf,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,38.1
84020,1709,Big Village,,,Big Village,37,Big Village,B-,Online Panel,,8/25/2023,8/27/2023,,,,180589,2029,a,,a,,8/29/2023 11:53,,https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/08/Big-Village-Political-Poll-08.27.2023.pdf,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,DeSantis,16646,Ron DeSantis,35.1
84020,1709,Big Village,,,Big Village,37,Big Village,B-,Online Panel,,8/25/2023,8/27/2023,,,,180590,1667,rv,,rv,,8/29/2023 11:53,,https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/08/Big-Village-Political-Poll-08.27.2023.pdf,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,42.9
84020,1709,Big Village,,,Big Village,37,Big Village,B-,Online Panel,,8/25/2023,8/27/2023,,,,180590,1667,rv,,rv,,8/29/2023 11:53,,https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/08/Big-Village-Political-Poll-08.27.2023.pdf,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,DeSantis,16646,Ron DeSantis,39.6
84043,1821,Cor Strategies,,,Cor Strategies,688,"Cor Services, Inc.",,IVR/Live Phone/Online Panel,Illinois,8/24/2023,8/27/2023,,,,180761,811,rv,,rv,,8/30/2023 14:10,,https://www.youtube.com/watch?v=mOGgGirbHLU,,FALSE,,8794,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,55
84043,1821,Cor Strategies,,,Cor Strategies,688,"Cor Services, Inc.",,IVR/Live Phone/Online Panel,Illinois,8/24/2023,8/27/2023,,,,180761,811,rv,,rv,,8/30/2023 14:10,,https://www.youtube.com/watch?v=mOGgGirbHLU,,FALSE,,8794,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,35
84043,1821,Cor Strategies,,,Cor Strategies,688,"Cor Services, Inc.",,IVR/Live Phone/Online Panel,Illinois,8/24/2023,8/27/2023,,,,180762,811,rv,,rv,,8/30/2023 14:10,,https://www.youtube.com/watch?v=mOGgGirbHLU,,FALSE,,8794,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,53
84043,1821,Cor Strategies,,,Cor Strategies,688,"Cor Services, Inc.",,IVR/Live Phone/Online Panel,Illinois,8/24/2023,8/27/2023,,,,180762,811,rv,,rv,,8/30/2023 14:10,,https://www.youtube.com/watch?v=mOGgGirbHLU,,FALSE,,8794,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,DeSantis,16646,Ron DeSantis,35
83989,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online Panel,,8/25/2023,8/26/2023,,,,180421,1000,rv,,rv,,8/28/2023 10:28,,https://emersoncollegepolling.com/august-2023-national-poll-trump-debate-snub-may-open-door-for-other-candidates/,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,44
83989,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online Panel,,8/25/2023,8/26/2023,,,,180421,1000,rv,,rv,,8/28/2023 10:28,,https://emersoncollegepolling.com/august-2023-national-poll-trump-debate-snub-may-open-door-for-other-candidates/,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,46.2
83989,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online Panel,,8/25/2023,8/26/2023,,,,180422,1000,rv,,rv,,8/28/2023 10:29,,https://emersoncollegepolling.com/august-2023-national-poll-trump-debate-snub-may-open-door-for-other-candidates/,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,39
83989,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online Panel,,8/25/2023,8/26/2023,,,,180422,1000,rv,,rv,,8/28/2023 10:29,,https://emersoncollegepolling.com/august-2023-national-poll-trump-debate-snub-may-open-door-for-other-candidates/,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,44.1
83989,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online Panel,,8/25/2023,8/26/2023,,,,180422,1000,rv,,rv,,8/28/2023 10:29,,https://emersoncollegepolling.com/august-2023-national-poll-trump-debate-snub-may-open-door-for-other-candidates/,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,PPY,West,31032,Cornel West,4.2
84019,1416,HarrisX,1996,Messenger,HarrisX,133,Harris Insights & Analytics,B,Online Panel,,8/24/2023,8/26/2023,,,,180559,2013,rv,,rv,,8/29/2023 9:45,,https://themessenger.com/politics/harris-messenger-poll-biden-trump-in-dead-heat-ramaswamy-wins-the-debate,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,45
84019,1416,HarrisX,1996,Messenger,HarrisX,133,Harris Insights & Analytics,B,Online Panel,,8/24/2023,8/26/2023,,,,180559,2013,rv,,rv,,8/29/2023 9:45,,https://themessenger.com/politics/harris-messenger-poll-biden-trump-in-dead-heat-ramaswamy-wins-the-debate,,FALSE,,8914,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,44
84056,1418,WPA Intelligence,,,WPA Intelligence,383,WPA Intelligence,B/C,Live Phone,Alabama,8/23/2023,8/26/2023,,,,180818,500,rv,,rv,,8/30/2023 16:06,,https://www.washingtonexaminer.com/news/senate/new-poll-shows-alabama-voters-support-tuberville-military-hold,,FALSE,,8752,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,DEM,Biden,19368,Joe Biden,32
84056,1418,WPA Intelligence,,,WPA Intelligence,383,WPA Intelligence,B/C,Live Phone,Alabama,8/23/2023,8/26/2023,,,,180818,500,rv,,rv,,8/30/2023 16:06,,https://www.washingtonexaminer.com/news/senate/new-poll-shows-alabama-voters-support-tuberville-military-hold,,FALSE,,8752,2024,U.S. President,0,,11/5/2024,general,FALSE,FALSE,,REP,Trump,16651,Donald Trump,57
